-BEGIN HEADER-,,,,,,,
NASA/POWER Source Native Resolution Hourly Data ,,,,,,,
Dates (month/day/year): 10/14/2022 through 11/14/2023 in LST,,,,,,,
Location: Latitude  12.9764   Longitude 77.5722 ,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 841.72 meters,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,
Parameter(s): ,,,,,,,
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) ,,,,,,,
T2M             MERRA-2 Temperature at 2 Meters (C) ,,,,,,,
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,
-END HEADER-,,,,,,,
YEAR,MO,DY,HR,PRECTOTCORR,T2M,WS10M,RH2M
2023,1,14,3,0,11.43,2.51,100
2023,1,14,4,0,11.67,2.14,100
2023,1,14,5,0,11.68,1.79,100
2023,1,14,6,0,12.35,1.44,99.92
2023,1,14,7,0,14.59,1.16,88.61
2023,1,14,8,0,17.67,0.73,76.66
2023,1,14,9,0,22.14,1.37,49.6
2023,1,14,10,0,24.66,2.19,36.12
2023,1,14,11,0,25.89,2.16,33.1
2023,1,14,12,0,26.73,2.03,31.21
2023,1,14,13,0,27.14,1.87,30.19
2023,1,14,14,0,27.06,1.81,30.31
2023,1,14,15,0,26.42,1.88,31.86
2023,1,14,16,0,24.57,1.72,44.5
2023,1,14,17,0,20.69,2.19,56.37
2023,1,14,18,0,18.11,2.8,60.83
2023,1,14,19,0,16.26,3.24,67.12
2023,1,14,20,0,14.96,3.41,70.93
2023,1,14,21,0,13.89,3.38,75.02
2023,1,14,22,0,13,3.24,80.07
2023,1,14,23,0,12.28,3.06,85.74
2023,1,15,0,0,11.7,2.83,91.25
2023,1,15,1,0,11.28,2.57,97.12
2023,1,15,2,0,11.18,2.26,99.8
2023,1,15,3,0,11.23,1.99,100
2023,1,15,4,0,11.33,1.76,100
2023,1,15,5,0,11.45,1.54,99.15
2023,1,15,6,0,12.06,1.29,94.68
2023,1,15,7,0,15.44,1.23,79.47
2023,1,15,8,0,18.47,1.05,69.06
2023,1,15,9,0,23.1,1.54,42.73
2023,1,15,10,0,25.01,2.03,35.96
2023,1,15,11,0,26.17,2.08,33.06
2023,1,15,12,0,26.92,2.03,31.4
2023,1,15,13,0,27.2,2,30.65
2023,1,15,14,0,27.07,2.03,30.94
2023,1,15,15,0,26.4,2.07,32.27
2023,1,15,16,0,24.45,1.82,46.61
2023,1,15,17,0,20.22,2.37,60.63
2023,1,15,18,0,17.56,3.02,65.19
2023,1,15,19,0,15.97,3.37,70.17
2023,1,15,20,0,14.79,3.41,74.79
2023,1,15,21,0,13.82,3.31,80.38
2023,1,15,22,0,12.99,3.17,86.11
2023,1,15,23,0,12.28,3.02,91.39
2023,1,16,0,0,11.63,2.82,98.11
2023,1,16,1,0,11.25,2.51,100
2023,1,16,2,0,11.47,2.03,100
2023,1,16,3,0,11.93,1.42,100
2023,1,16,4,0,12.49,0.89,95.58
2023,1,16,5,0,12.64,0.65,92.42
2023,1,16,6,0,13.22,0.56,86.66
2023,1,16,7,0,16,0.39,75.06
2023,1,16,8,0,19.05,0.13,63.74
2023,1,16,9,0,23.84,1.57,38.81
2023,1,16,10,0,25.63,2.17,33.7
2023,1,16,11,0,26.79,2.51,30.9
2023,1,16,12,0,27.62,2.72,29.32
2023,1,16,13,0,27.94,2.9,27.97
2023,1,16,14,0,27.77,3,28.35
2023,1,16,15,0,26.93,2.89,31.79
2023,1,16,16,0,24.82,2.6,43.48
2023,1,16,17,0,19.55,3.12,64.45
2023,1,16,18,0,17.35,3.7,66.02
2023,1,16,19,0,16.29,3.97,69.9
2023,1,16,20,0,15.41,4.4,77.52
2023,1,16,21,0,14.64,4.73,87.28
2023,1,16,22,0,13.82,4.34,97.19
2023,1,16,23,0,13.28,3.77,100
2023,1,17,0,0,13.43,3.61,100
2023,1,17,1,0,13.24,3.12,100
2023,1,17,2,0,12.77,2.5,100
2023,1,17,3,0,12.26,2.01,100
2023,1,17,4,0,11.77,1.61,100
2023,1,17,5,0,11.3,1.29,100
2023,1,17,6,0,11.41,1.32,97.11
2023,1,17,7,0,13.18,1.17,87.4
2023,1,17,8,0,16.61,0.99,72.83
2023,1,17,9,0,21.05,1.26,50.3
2023,1,17,10,0,24.84,1.31,31.18
2023,1,17,11,0,26.75,1.47,26.49
2023,1,17,12,0,27.51,1.58,26.26
2023,1,17,13,0,27.79,1.63,26.67
2023,1,17,14,0,27.56,1.76,27.82
2023,1,17,15,0,26.8,2.03,29.63
2023,1,17,16,0,24.62,2.05,44.2
2023,1,17,17,0,19.69,2.78,63.6
2023,1,17,18,0,17.27,3.48,66.22
2023,1,17,19,0,16.17,3.67,71.23
2023,1,17,20,0,15.43,3.75,80.74
2023,1,17,21,0,14.78,3.71,91.77
2023,1,17,22,0,13.95,3.48,100
2023,1,17,23,0,13.13,3.17,100
2023,1,18,0,0,13.17,2.83,100
2023,1,18,1,0,13.3,2.55,100
2023,1,18,2,0,13.14,2.28,100
2023,1,18,3,0,12.83,2.07,100
2023,1,18,4,0,12.53,1.98,100
2023,1,18,5,0,12.28,2.03,100
2023,1,18,6,0,12.6,2.76,97.53
2023,1,18,7,0,14.57,3.1,89.95
2023,1,18,8,0,17.82,2.94,77.11
2023,1,18,9,0,21.36,2.52,58.26
2023,1,18,10,0,24.3,2.55,41.49
2023,1,18,11,0,25.85,2.6,35.77
2023,1,18,12,0,26.76,2.62,33.06
2023,1,18,13,0,27.12,2.63,32.24
2023,1,18,14,0,27.01,2.74,32.43
2023,1,18,15,0,26.27,2.89,33.83
2023,1,18,16,0,24.23,2.44,46.85
2023,1,18,17,0,19.42,2.92,68.58
2023,1,18,18,0,17.44,3.47,70.98
2023,1,18,19,0,16.59,3.69,75.69
2023,1,18,20,0,15.92,4.01,83.35
2023,1,18,21,0,15.34,4.31,91.74
2023,1,18,22,0,14.61,4.15,99.92
2023,1,18,23,0,14.4,4.01,100
2023,1,19,0,0,14.35,3.78,99.89
2023,1,19,1,0,14.05,3.26,99.33
2023,1,19,2,0,13.62,2.81,99.56
2023,1,19,3,0,13.22,2.51,99.68
2023,1,19,4,0,12.85,2.26,99.79
2023,1,19,5,0,12.53,2.11,99.96
2023,1,19,6,0,12.81,2.65,97.23
2023,1,19,7,0,14.77,2.9,89.15
2023,1,19,8,0,18.14,2.84,73.32
2023,1,19,9,0,21.73,3.02,49.85
2023,1,19,10,0,24.33,3.52,35.14
2023,1,19,11,0,25.77,3.74,30.35
2023,1,19,12,0,26.72,3.67,27.95
2023,1,19,13,0,27.22,3.48,26.09
2023,1,19,14,0,27.01,3.36,26.23
2023,1,19,15,0,26.12,3.25,28.42
2023,1,19,16,0,23.88,2.62,41.18
2023,1,19,17,0,18.83,2.95,64.09
2023,1,19,18,0,16.72,3.46,66.89
2023,1,19,19,0,15.73,3.61,71.8
2023,1,19,20,0,15.06,3.79,78.68
2023,1,19,21,0,14.58,4.12,86.82
2023,1,19,22,0,14.07,4.27,95.09
2023,1,19,23,0,13.3,3.95,100
2023,1,20,0,0,13.61,4.12,100
2023,1,20,1,0,13.61,3.89,99.86
2023,1,20,2,0,13.23,3.37,99.54
2023,1,20,3,0,12.77,2.92,99.72
2023,1,20,4,0,12.35,2.64,99.71
2023,1,20,5,0,12,2.53,99.62
2023,1,20,6,0,12.27,3.13,96.53
2023,1,20,7,0,14.4,3.56,87.31
2023,1,20,8,0,18.22,4.74,68.48
2023,1,20,9,0,20.74,4.73,59.68
2023,1,20,10,0,22.57,4.34,55.31
2023,1,20,11,0,23.89,3.99,52.84
2023,1,20,12,0,24.82,3.68,51.12
2023,1,20,13,0,25.31,3.35,50.13
2023,1,20,14,0,25.33,3.16,49.9
2023,1,20,15,0,24.85,3.04,51.2
2023,1,20,16,0,23.42,2.47,59.85
2023,1,20,17,0,20.03,2.35,79.51
2023,1,20,18,0,18.57,2.82,81.65
2023,1,20,19,0,17.83,3.07,83.62
2023,1,20,20,0,17.19,3.41,86.83
2023,1,20,21,0,16.7,3.92,91.65
2023,1,20,22,0,16.09,4.22,99.01
2023,1,20,23,0,16.12,4.38,100
2023,1,21,0,0,16.15,3.99,100
2023,1,21,1,0,15.84,3.2,100
2023,1,21,2,0,15.41,2.8,100
2023,1,21,3,0,15.09,2.68,100
2023,1,21,4,0,14.93,2.72,100
2023,1,21,5,0,14.66,2.8,100
2023,1,21,6,0,15.07,3.6,98.02
2023,1,21,7,0,16.85,4.71,85.91
2023,1,21,8,0,19.37,4.65,68.57
2023,1,21,9,0,21.58,4.24,56.99
2023,1,21,10,0,23.35,3.91,50.63
2023,1,21,11,0,24.71,3.58,46.85
2023,1,21,12,0,25.68,3.2,44.65
2023,1,21,13,0,26.21,2.86,43.69
2023,1,21,14,0,26.26,2.73,43.83
2023,1,21,15,0,25.78,2.72,45.49
2023,1,21,16,0,24.37,2.35,54.03
2023,1,21,17,0,20.63,2.33,75.99
2023,1,21,18,0,18.99,2.86,78.96
2023,1,21,19,0,18.16,3.11,81.76
2023,1,21,20,0,17.38,3.27,85.1
2023,1,21,21,0,16.63,3.49,88.92
2023,1,21,22,0,15.91,3.83,92.62
2023,1,21,23,0,15.2,3.98,96.62
2023,1,22,0,0,14.49,3.71,100
2023,1,22,1,0,14.41,3.75,100
2023,1,22,2,0,14.39,3.57,99.11
2023,1,22,3,0,14.21,3.16,98.58
2023,1,22,4,0,13.93,2.73,98.78
2023,1,22,5,0,13.66,2.59,98.86
2023,1,22,6,0,13.9,3.21,96.15
2023,1,22,7,0,15.77,3.5,86.78
2023,1,22,8,0,19.52,4.11,61.71
2023,1,22,9,0,22.07,4.28,45.17
2023,1,22,10,0,23.77,4.34,37.13
2023,1,22,11,0,25.12,4.36,32.87
2023,1,22,12,0,26.1,4.34,30.92
2023,1,22,13,0,26.51,4.31,29.9
2023,1,22,14,0,26.3,4.21,30.51
2023,1,22,15,0,25.54,4.07,33.3
2023,1,22,16,0,23.42,2.98,49.22
2023,1,22,17,0,19.52,2.92,69.03
2023,1,22,18,0,18.12,3.18,72.47
2023,1,22,19,0,17.47,3.33,75.99
2023,1,22,20,0,16.95,3.63,80.31
2023,1,22,21,0,16.53,4.1,85.19
2023,1,22,22,0,15.93,4.13,91.29
2023,1,22,23,0,15.19,3.66,97.35
2023,1,23,0,0,14.79,3.38,100
2023,1,23,1,0,14.83,3.39,99.32
2023,1,23,2,0,14.75,3.18,98.31
2023,1,23,3,0,14.55,2.9,98.1
2023,1,23,4,0,14.38,2.8,98.33
2023,1,23,5,0,14.26,2.81,98.65
2023,1,23,6,0,14.72,3.51,96.1
2023,1,23,7,0,17.11,4.44,82.41
2023,1,23,8,0,20.41,4.88,63.3
2023,1,23,9,0,23.48,5.14,52.23
2023,1,23,10,0,25.38,5.1,53.16
2023,1,23,11,0,26.56,4.85,53.37
2023,1,23,12,0,27.17,4.49,53
2023,1,23,13,0.02,27.32,4.16,52.75
2023,1,23,14,0.02,26.97,3.97,53.33
2023,1,23,15,0.03,26.25,3.95,55.43
2023,1,23,16,0.02,24.74,3.61,62.34
2023,1,23,17,0.01,22,2.68,78.55
2023,1,23,18,0.01,20.68,3.17,82.88
2023,1,23,19,0.01,19.8,3.65,86.33
2023,1,23,20,0.01,19.1,4.14,90.35
2023,1,23,21,0.02,18.36,4.29,95.05
2023,1,23,22,0.01,17.87,4.12,97.4
2023,1,23,23,0.01,17.66,3.82,97.42
2023,1,24,0,0.02,17.46,3.36,97.28
2023,1,24,1,0.02,17.15,2.81,97.9
2023,1,24,2,0.02,16.67,2.23,99.59
2023,1,24,3,0.02,16.25,1.97,100
2023,1,24,4,0.02,15.98,1.91,100
2023,1,24,5,0.01,15.72,1.8,100
2023,1,24,6,0.01,16.33,2.13,97.63
2023,1,24,7,0,18.38,2.85,86.46
2023,1,24,8,0.05,21.14,3.04,74
2023,1,24,9,0.28,24.06,3.09,62.22
2023,1,24,10,0.41,25.83,3.19,56.22
2023,1,24,11,0.44,27,3.25,52.04
2023,1,24,12,0.71,27.76,3.25,48.62
2023,1,24,13,1.09,28.09,3.25,46.03
2023,1,24,14,0.68,27.86,3.31,45.02
2023,1,24,15,0.41,27.25,3.43,44.92
2023,1,24,16,0.1,25.68,3.01,52.46
2023,1,24,17,0.03,22.25,2.64,72.14
2023,1,24,18,0.02,20.77,3.09,74.07
2023,1,24,19,0.01,20,3.62,74.65
2023,1,24,20,0.01,19.3,4.51,76.39
2023,1,24,21,0,18.48,5.33,80.7
2023,1,24,22,0,17.46,4.96,87.71
2023,1,24,23,0,16.67,4.32,93.56
2023,1,25,0,0.05,16.36,3.84,95.98
2023,1,25,1,0.17,16.25,3.27,96.67
2023,1,25,2,0.21,15.98,2.49,97.65
2023,1,25,3,0.2,15.57,2.04,99.24
2023,1,25,4,0.17,15.11,1.92,100
2023,1,25,5,0.13,14.74,1.95,100
2023,1,25,6,0.11,15.19,2.72,97.86
2023,1,25,7,0.03,16.97,3.97,88.11
2023,1,25,8,0,19.38,4.1,75.53
2023,1,25,9,0,21.56,3.68,65.35
2023,1,25,10,0,24.03,3.27,53.31
2023,1,25,11,0,26.03,3.08,41.97
2023,1,25,12,0,27.21,3.02,36.24
2023,1,25,13,0,27.74,3,33.56
2023,1,25,14,0,27.73,3.07,32.54
2023,1,25,15,0,27.11,3.26,32.24
2023,1,25,16,0,25.3,2.84,40.51
2023,1,25,17,0,20.63,2.88,65.35
2023,1,25,18,0,18.66,3.4,67.24
2023,1,25,19,0,17.79,3.68,70.31
2023,1,25,20,0,17.03,3.89,77.65
2023,1,25,21,0,16.34,4.02,87.17
2023,1,25,22,0,15.54,3.87,96.08
2023,1,25,23,0,14.6,3.48,100
2023,1,26,0,0,14.68,3.58,100
2023,1,26,1,0,14.64,3.6,99.02
2023,1,26,2,0,14.29,3.31,98.37
2023,1,26,3,0,13.91,2.99,98.08
2023,1,26,4,0,13.54,2.7,97.98
2023,1,26,5,0,13.2,2.47,97.97
2023,1,26,6,0,13.33,2.79,96
2023,1,26,7,0,15.25,3.18,87.9
2023,1,26,8,0,18.49,3.36,71.82
2023,1,26,9,0,21.79,3.11,53.52
2023,1,26,10,0,24.69,2.79,37.69
2023,1,26,11,0,26.35,2.71,32.28
2023,1,26,12,0,27.35,2.79,30.04
2023,1,26,13,0,27.85,2.83,29.22
2023,1,26,14,0,27.84,2.85,29.45
2023,1,26,15,0,27.13,2.91,31.03
2023,1,26,16,0,25.36,2.46,40.28
2023,1,26,17,0,20.74,2.63,66.58
2023,1,26,18,0,18.79,3.2,70.07
2023,1,26,19,0,17.98,3.42,74.23
2023,1,26,20,0,17.36,3.7,79.9
2023,1,26,21,0,16.82,4.28,86.58
2023,1,26,22,0,16.17,4.65,94.02
2023,1,26,23,0,15.58,4.36,99.05
2023,1,27,0,0,15.45,4.23,98.53
2023,1,27,1,0,15.15,3.78,98.07
2023,1,27,2,0,14.73,3.26,98.09
2023,1,27,3,0,14.29,2.8,98.23
2023,1,27,4,0,13.87,2.45,98.44
2023,1,27,5,0,13.46,2.22,98.55
2023,1,27,6,0,13.57,2.73,96.07
2023,1,27,7,0,15.43,3.11,87.1
2023,1,27,8,0,18.76,3.46,68.29
2023,1,27,9,0,22.27,3.85,43.07
2023,1,27,10,0,24.56,4.11,32.92
2023,1,27,11,0,26.18,4.43,28.4
2023,1,27,12,0,27.29,4.63,26.08
2023,1,27,13,0,27.69,4.66,25.33
2023,1,27,14,0,27.5,4.58,26.16
2023,1,27,15,0,26.66,4.46,27.9
2023,1,27,16,0,24.42,3.32,41.47
2023,1,27,17,0,19.73,3.19,62.41
2023,1,27,18,0,17.93,3.63,65.72
2023,1,27,19,0,17.1,3.88,69.11
2023,1,27,20,0,16.19,3.9,74.78
2023,1,27,21,0,15.26,3.68,81.64
2023,1,27,22,0,14.42,3.4,88.28
2023,1,27,23,0,13.62,3.11,94.7
2023,1,28,0,0,12.81,2.92,100
2023,1,28,1,0,12.12,2.82,100
2023,1,28,2,0,11.54,2.74,100
2023,1,28,3,0,11.04,2.73,100
2023,1,28,4,0,10.6,2.83,100
2023,1,28,5,0,10.29,2.96,89.21
2023,1,28,6,0,11.41,2.84,78.4
2023,1,28,7,0,16.48,3.46,51.21
2023,1,28,8,0,20.13,3.72,39.38
2023,1,28,9,0,23.89,5.91,26.96
2023,1,28,10,0,25.7,6.1,25.29
2023,1,28,11,0,26.88,5.84,25.17
2023,1,28,12,0,27.6,5.35,25.44
2023,1,28,13,0,27.92,4.93,25.76
2023,1,28,14,0,27.71,4.69,26.49
2023,1,28,15,0,26.84,4.53,28.7
2023,1,28,16,0,24.58,3.31,42.13
2023,1,28,17,0,19.91,3.16,63.03
2023,1,28,18,0,18.14,3.62,66.48
2023,1,28,19,0,17.43,4,69.66
2023,1,28,20,0,16.72,4.3,75.14
2023,1,28,21,0,15.93,4.18,82.17
2023,1,28,22,0,15.13,3.81,89.52
2023,1,28,23,0,14.27,3.35,97.26
2023,1,29,0,0,13.3,2.99,100
2023,1,29,1,0,12.44,2.88,100
2023,1,29,2,0,11.77,2.84,100
2023,1,29,3,0,11.31,2.88,100
2023,1,29,4,0,11.03,3.01,89.07
2023,1,29,5,0,10.81,3.14,83
2023,1,29,6,0,12,2.9,80.42
2023,1,29,7,0,16.91,3.35,61.03
2023,1,29,8,0,20.85,4.22,46.5
2023,1,29,9,0,24,5.65,36.24
2023,1,29,10,0,25.69,5.81,33.85
2023,1,29,11,0,26.87,5.88,32.7
2023,1,29,12,0,27.6,5.91,32.35
2023,1,29,13,0,27.91,5.8,32.69
2023,1,29,14,0,27.72,5.56,33.81
2023,1,29,15,0,26.94,5.33,36.26
2023,1,29,16,0,25.07,4.19,45.68
2023,1,29,17,0,20.83,3.21,66.87
2023,1,29,18,0,19.23,3.66,72.73
2023,1,29,19,0,18.71,4.24,76.69
2023,1,29,20,0,18.09,4.5,82.87
2023,1,29,21,0,17.31,4.21,90.6
2023,1,29,22,0,16.68,4.01,96.96
2023,1,29,23,0,16.37,3.71,100
2023,1,30,0,0,16.41,3.46,99.41
2023,1,30,1,0,16.24,2.8,99.43
2023,1,30,2,0,16,2.18,100
2023,1,30,3,0,15.77,1.99,100
2023,1,30,4,0,15.62,2.01,100
2023,1,30,5,0,15.51,2.09,100
2023,1,30,6,0,16.38,2.87,98.56
2023,1,30,7,0,18.85,4.04,85.82
2023,1,30,8,0,21.88,4.12,70.61
2023,1,30,9,0,24.23,3.91,61.2
2023,1,30,10,0.01,25.76,3.89,55.62
2023,1,30,11,0.01,26.83,3.93,51.83
2023,1,30,12,0.02,27.58,3.99,48.91
2023,1,30,13,0.02,27.73,4.14,47.46
2023,1,30,14,0.01,27.53,4.14,46.62
2023,1,30,15,0.01,27.2,3.98,46.24
2023,1,30,16,0,25.93,3.57,50.98
2023,1,30,17,0,22.3,2.81,69.79
2023,1,30,18,0,20.68,3.48,72.97
2023,1,30,19,0,20.02,4.18,75.22
2023,1,30,20,0,19.23,4.43,81.39
2023,1,30,21,0,18.46,4.23,89.3
2023,1,30,22,0,17.77,3.81,96.71
2023,1,30,23,0,17.55,3.37,99.59
2023,1,31,0,0,17.41,2.66,100
2023,1,31,1,0,17.07,2.11,100
2023,1,31,2,0,16.77,1.97,100
2023,1,31,3,0,16.51,2,100
2023,1,31,4,0,16.28,2.07,100
2023,1,31,5,0,16.08,2.17,100
2023,1,31,6,0,16.95,2.72,97.49
2023,1,31,7,0,19.21,3.42,83
2023,1,31,8,0,22.36,3.77,59.29
2023,1,31,9,0,25.09,4.36,45.41
2023,1,31,10,0,26.83,4.83,40.9
2023,1,31,11,0,28.02,5.23,37.95
2023,1,31,12,0,28.71,5.55,35.63
2023,1,31,13,0,28.86,5.72,33.99
2023,1,31,14,0,28.48,5.89,33.38
2023,1,31,15,0,27.5,5.94,34.51
2023,1,31,16,0,25.6,5.15,40.66
2023,1,31,17,0,21.88,3.59,57.6
2023,1,31,18,0,20.29,3.94,63.09
2023,1,31,19,0,19.54,4.15,68.08
2023,1,31,20,0,18.83,3.93,75.77
2023,1,31,21,0,17.91,3.31,85.31
2023,1,31,22,0,17.06,2.85,93.37
2023,1,31,23,0,16.22,2.55,100
2023,2,1,0,0,15.85,2.29,100
2023,2,1,1,0,16.07,1.98,100
2023,2,1,2,0,16.03,1.91,97.45
2023,2,1,3,0,15.97,1.98,93.67
2023,2,1,4,0,15.82,2.14,90.82
2023,2,1,5,0,15.56,2.28,89.05
2023,2,1,6,0,16.17,2.24,85.33
2023,2,1,7,0,18.84,3.29,67.92
2023,2,1,8,0,22.28,4.98,45.94
2023,2,1,9,0,24.99,6.1,36.29
2023,2,1,10,0,26.79,6.41,33.06
2023,2,1,11,0,27.97,6.34,32.25
2023,2,1,12,0,28.69,6.09,32.56
2023,2,1,13,0,28.94,5.81,33.7
2023,2,1,14,0,28.82,5.72,35.01
2023,2,1,15,0,28.01,5.65,37.51
2023,2,1,16,0,26.22,4.73,44.72
2023,2,1,17,0,22.46,3.24,62.64
2023,2,1,18,0,20.81,3.56,67.7
2023,2,1,19,0,20.08,3.99,69.6
2023,2,1,20,0,19.42,4.48,71.85
2023,2,1,21,0,18.56,4.41,76.31
2023,2,1,22,0,17.74,4.1,81.03
2023,2,1,23,0,16.95,3.61,85.66
2023,2,2,0,0,16.5,3.48,86.76
2023,2,2,1,0,16.03,3.39,85.89
2023,2,2,2,0,15.66,3.4,83.89
2023,2,2,3,0,15.46,3.71,80.84
2023,2,2,4,0,15.27,3.9,79.68
2023,2,2,5,0,15.04,3.88,80.24
2023,2,2,6,0,15.6,4.08,78.29
2023,2,2,7,0,18.11,4.59,68.44
2023,2,2,8,0,21.82,5.75,51.11
2023,2,2,9,0,24.55,6.74,42.96
2023,2,2,10,0,26.2,6.64,41.55
2023,2,2,11,0,27.24,6.22,41.07
2023,2,2,12,0,27.68,5.74,41.58
2023,2,2,13,0,27.41,5.32,43.59
2023,2,2,14,0,26.69,5.2,46.49
2023,2,2,15,0,25.82,5.21,49.69
2023,2,2,16,0,24.48,4.52,55.91
2023,2,2,17,0,22.43,3.21,67.6
2023,2,2,18,0,21.45,3.34,71.72
2023,2,2,19,0,20.87,3.39,73.92
2023,2,2,20,0,20.29,3.33,76.48
2023,2,2,21,0,19.78,3.27,78.63
2023,2,2,22,0,19.18,3.02,81.59
2023,2,2,23,0,18.4,2.7,85.48
2023,2,3,0,0,17.37,2.58,89.74
2023,2,3,1,0,16.64,2.51,93
2023,2,3,2,0,16.27,2.77,93.37
2023,2,3,3,0,15.95,2.99,92.02
2023,2,3,4,0,15.71,3.08,89.73
2023,2,3,5,0,15.47,3.11,88.61
2023,2,3,6,0,16.18,3.91,84.98
2023,2,3,7,0,19.08,5.38,72.55
2023,2,3,8,0,22.38,6.58,57.41
2023,2,3,9,0,24.92,6.75,47.04
2023,2,3,10,0,26.83,6.22,41.73
2023,2,3,11,0,28.24,5.54,39.31
2023,2,3,12,0,29.07,4.87,38.68
2023,2,3,13,0,29.29,4.34,39.04
2023,2,3,14,0,29.01,4.24,40.05
2023,2,3,15,0.01,28.12,4.48,42.55
2023,2,3,16,0.02,26.65,4.2,48.98
2023,2,3,17,0.03,23.72,3.14,64.38
2023,2,3,18,0.01,22.32,3.66,69.17
2023,2,3,19,0,21.54,4.16,72.57
2023,2,3,20,0,20.64,4.17,77.95
2023,2,3,21,0,19.85,4.09,83.2
2023,2,3,22,0.01,19.22,3.96,88.01
2023,2,3,23,0.28,18.74,3.72,92.12
2023,2,4,0,0.48,18.4,3.39,95.06
2023,2,4,1,0.56,18.18,2.98,96.51
2023,2,4,2,0.91,17.88,2.52,97.71
2023,2,4,3,1.2,17.45,2.42,99.2
2023,2,4,4,1.13,17.1,2.54,99.95
2023,2,4,5,1.02,16.8,2.71,99.57
2023,2,4,6,0.74,17.07,3.63,94.9
2023,2,4,7,0.04,18.96,4.08,79.15
2023,2,4,8,0,22.82,5.52,52.54
2023,2,4,9,0,26.05,6.63,39.19
2023,2,4,10,0,28.05,6.51,34.9
2023,2,4,11,0,29.41,6.08,32.97
2023,2,4,12,0,30.24,5.62,32.07
2023,2,4,13,0,30.55,5.2,32.07
2023,2,4,14,0,30.35,5.03,32.79
2023,2,4,15,0,29.5,5.01,34.61
2023,2,4,16,0,27.69,4.42,41.11
2023,2,4,17,0,23.96,3.3,58.2
2023,2,4,18,0,22.26,4.14,61.81
2023,2,4,19,0,21.26,5.2,63.77
2023,2,4,20,0,20.13,5.61,68.12
2023,2,4,21,0,18.99,5.03,73.86
2023,2,4,22,0,18.01,4.36,79.65
2023,2,4,23,0,17.23,3.74,84.43
2023,2,5,0,0,16.55,3.07,87.77
2023,2,5,1,0,16,2.66,88.57
2023,2,5,2,0,15.57,2.5,86.46
2023,2,5,3,0,15.22,2.51,83.02
2023,2,5,4,0,15,2.5,78.76
2023,2,5,5,0,14.93,2.45,74.36
2023,2,5,6,0,16.2,2.16,71.14
2023,2,5,7,0,20.29,2.73,45.68
2023,2,5,8,0,24.22,3.29,39.53
2023,2,5,9,0,27.68,3.92,37.45
2023,2,5,10,0,29.17,3.48,35.26
2023,2,5,11,0,30.22,3.18,33.16
2023,2,5,12,0,30.92,2.98,31.59
2023,2,5,13,0,31.19,2.83,30.75
2023,2,5,14,0,31.07,2.77,30.36
2023,2,5,15,0,30.46,2.85,30.17
2023,2,5,16,0,28.88,2.61,34.92
2023,2,5,17,0,24.19,2.65,57.86
2023,2,5,18,0,21.85,3.33,60.69
2023,2,5,19,0,20.83,3.88,62.49
2023,2,5,20,0,19.88,4.61,68.34
2023,2,5,21,0,18.87,4.98,76.94
2023,2,5,22,0,17.96,4.68,84.91
2023,2,5,23,0,17.13,3.84,91.15
2023,2,6,0,0,16.26,2.91,96.18
2023,2,6,1,0,15.49,2.46,100
2023,2,6,2,0,14.89,2.33,100
2023,2,6,3,0,14.59,2.3,100
2023,2,6,4,0,14.23,2.29,100
2023,2,6,5,0,13.79,2.36,100
2023,2,6,6,0,14.89,2.61,93.18
2023,2,6,7,0,18.32,3.61,72.83
2023,2,6,8,0,22.74,4.23,48.67
2023,2,6,9,0,26.25,4.09,33.53
2023,2,6,10,0,27.97,3.5,30.56
2023,2,6,11,0,29.14,3.08,28.84
2023,2,6,12,0,29.97,2.7,27.9
2023,2,6,13,0,30.34,2.29,27.58
2023,2,6,14,0,30.24,2.11,27.68
2023,2,6,15,0,29.53,2.19,28.26
2023,2,6,16,0,27.91,2,33.66
2023,2,6,17,0,23.74,2.17,57.78
2023,2,6,18,0,21.55,2.79,61.71
2023,2,6,19,0,20.43,3.08,63.09
2023,2,6,20,0,19.36,3.26,65.91
2023,2,6,21,0,18.25,3.38,71.69
2023,2,6,22,0,17.3,3.34,78.58
2023,2,6,23,0,16.53,3.22,84.62
2023,2,7,0,0,15.87,3.08,89.49
2023,2,7,1,0,15.23,2.88,93.59
2023,2,7,2,0,14.56,2.64,97.79
2023,2,7,3,0,13.97,2.45,100
2023,2,7,4,0,13.54,2.29,100
2023,2,7,5,0,13.37,2.06,100
2023,2,7,6,0,14.64,1.8,96.85
2023,2,7,7,0,17.32,1.76,82.34
2023,2,7,8,0,22.05,1.24,55.48
2023,2,7,9,0,26.11,0.89,37.52
2023,2,7,10,0,27.57,0.8,34.49
2023,2,7,11,0,28.38,0.67,32.93
2023,2,7,12,0,28.91,0.48,31.93
2023,2,7,13,0,29.15,0.23,31.49
2023,2,7,14,0,29.09,0.21,31.43
2023,2,7,15,0,28.63,0.38,32.05
2023,2,7,16,0,27.66,0.56,37.07
2023,2,7,17,0,25.31,0.91,48.6
2023,2,7,18,0,23.33,1.69,53.04
2023,2,7,19,0,21.22,2.37,61.99
